id,species,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120
129,REPARO,-0.00581064,-0.006680987,-0.00765803,-0.008435033,-0.008426672,-0.007098536,-0.00445773,-0.001246809,0.001510092,0.003175512,0.003643136,0.003079092,0.001928656,0.001077925,0.001455936,0.003164027,0.005220875,0.006501831,0.00681076,0.006784392,0.007019324,0.007666775,0.008650219,0.009771315,0.01049963,0.009992952,0.007806542,0.004702699,0.002135691,0.000541532,-0.001108709,-0.003654723,-0.006509731,-0.00840119,-0.008663391,-0.00763821,-0.006265084,-0.005377722,-0.005197379,-0.005374695,-0.025316083,-0.02501281,-0.02441282,-0.02369201,-0.023542469,-0.025161509,-0.029891577,-0.038588682,-0.050992975,-0.065440097,-0.079204299,-0.089541814,-0.094855095,-0.095001287,-0.090495354,-0.08142949,-0.067130187,-0.046913748,-0.021382394,0.006976862,0.034760183,0.059438452,0.080192485,0.096980485,0.10876066,0.112629859,0.10507304,0.084948913,0.056132635,0.026924642,0.005602754,-0.004189469,-0.004376684,0.000151089,0.005010979,0.0082746,0.010191589,0.011660121,0.013027767,0.014048457,-0.012111581,-0.012392634,-0.012601162,-0.013560379,-0.016186119,-0.0206038,-0.025677663,-0.029478465,-0.030268852,-0.027086149,-0.019566656,-0.007456895,0.009494332,0.030962452,0.055276037,0.079376322,0.099813536,0.113892638,0.120088572,0.11808054,0.108880756,0.094615491,0.077612986,0.059296727,0.03972565,0.018313685,-0.004565658,-0.026292366,-0.042557148,-0.050024362,-0.048735241,-0.041898863,-0.033894097,-0.028246719,-0.026199045,-0.026518966,-0.026899006,-0.025817201,-0.023339635,-0.020556418
130,REPARO,-0.00385895,-0.003647589,-0.00345508,-0.003293298,-0.003152685,-0.003005175,-0.002830207,-0.002631866,-0.002418008,-0.002156578,-0.001766057,-0.001171197,-0.000368587,0.00057776,0.001605533,0.002705133,0.003870813,0.004985111,0.005826889,0.006264439,0.006372135,0.006285441,0.00600902,0.00548116,0.004852229,0.004567049,0.004994467,0.006006668,0.007094195,0.007875995,0.008339393,0.008599132,0.008608071,0.008208251,0.007392031,0.006374073,0.005366966,0.004393365,0.003382346,0.002326057,-0.011976205,-0.01028726,-0.008734623,-0.007443033,-0.006424749,-0.005605377,-0.00486056,-0.004038732,-0.003013112,-0.001824496,-0.00089293,-0.001149229,-0.003906769,-0.010426707,-0.021306477,-0.03594136,-0.052404542,-0.06801626,-0.080400301,-0.088310566,-0.09164065,-0.090725193,-0.085582827,-0.07573173,-0.060717131,-0.040890876,-0.017712754,0.006784733,0.030881525,0.053487415,0.073570662,0.089338179,0.098134461,0.097529398,0.087123455,0.069746952,0.050723755,0.035257788,0.025840578,0.021681272,-0.041323322,-0.042052482,-0.042704615,-0.043322846,-0.043884833,-0.044369159,-0.044773226,-0.045070031,-0.045221849,-0.045343015,-0.045890098,-0.04759781,-0.051027768,-0.055969535,-0.061150621,-0.064534106,-0.064057679,-0.058352942,-0.04704869,-0.030659647,-0.010338739,0.012359357,0.035745705,0.058267035,0.078590402,0.09543142,0.107428503,0.113380113,0.112655695,0.105337015,0.092002671,0.073524961,0.051289833,0.027711592,0.006250444,-0.009713206,-0.018608863,-0.021451049,-0.02080422,-0.018969807
131,REPARO,-0.002082351,-0.001245817,0.000683299,0.004048009,0.008025662,0.011096747,0.012512127,0.012945194,0.01368686,0.015282331,0.016976393,0.017582991,0.016574055,0.014016414,0.009929864,0.00434039,-0.002056289,-0.007780918,-0.011477566,-0.012880924,-0.01264807,-0.011269874,-0.008667162,-0.00516356,-0.002169253,-0.001165342,-0.002298992,-0.004372269,-0.005958427,-0.00635665,-0.005776783,-0.004919425,-0.00438813,-0.004346306,-0.004574743,-0.004759946,-0.004725916,-0.004474687,-0.004105643,-0.003730732,-0.014257557,-0.02480671,-0.040398022,-0.058034428,-0.073552048,-0.084407296,-0.090980285,-0.095271747,-0.098398867,-0.099265911,-0.095521478,-0.085589039,-0.069816932,-0.050040315,-0.02815591,-0.005021575,0.019182825,0.0433921,0.064489514,0.07785846,0.079483119,0.06836242,0.047870524,0.024846526,0.006310431,-0.003966763,-0.006485954,-0.004447782,-0.001201039,0.001494421,0.003558574,0.00559243,0.007925138,0.010359057,0.012487667,0.014076319,0.015166129,0.015946438,0.01660622,0.017267045,-0.020264463,-0.021937012,-0.02225636,-0.020285678,-0.015081378,-0.005798085,0.008071857,0.026349513,0.047911356,0.070853066,0.093140983,0.113098127,0.129178437,0.139631553,0.142753835,0.137491041,0.123867141,0.103043508,0.077134634,0.048942575,0.02159392,-0.001904149,-0.019183071,-0.029237604,-0.032860558,-0.032033748,-0.028878361,-0.025226177,-0.022554568,-0.021649561,-0.022289855,-0.023481374,-0.024145377,-0.023763307,-0.022570315,-0.021234257,-0.020323472,-0.019967895,-0.019887245,-0.019660639
132,REPARO,-0.014307156,-0.014455469,-0.014674902,-0.01505474,-0.01559598,-0.01618853,-0.016647329,-0.016771431,-0.016389975,-0.01536719,-0.013569627,-0.010948619,-0.007836749,-0.005103401,-0.003745505,-0.004149331,-0.005722775,-0.007406158,-0.008781421,-0.010439428,-0.012866863,-0.015433154,-0.017041228,-0.017329565,-0.016736308,-0.015777707,-0.014682766,-0.013464618,-0.011876952,-0.009314214,-0.005282001,-0.000222816,0.004492232,0.007614655,0.008870367,0.008825573,0.008250427,0.007682263,0.007358712,0.007335634,-0.006317321,-0.004900748,-0.003635414,-0.002657295,-0.001982053,-0.001586633,-0.001683357,-0.003013741,-0.006803086,-0.014156638,-0.025170718,-0.038442622,-0.051564567,-0.062483972,-0.070695174,-0.077084187,-0.082354249,-0.085394739,-0.083217398,-0.072612676,-0.052128031,-0.023138277,0.010489935,0.044076142,0.073899035,0.097629755,0.113579582,0.120084412,0.115943416,0.101658025,0.080333349,0.057089368,0.03696641,0.022813583,0.014695873,0.010903457,0.009471008,0.00910561,0.009211548,0.009477642,-0.000173753,-0.001362747,-0.002475291,-0.003299853,-0.003954774,-0.004959514,-0.006941892,-0.010103392,-0.013833936,-0.016835654,-0.017714945,-0.015546998,-0.009922717,-0.0005152,0.013285641,0.032151946,0.056026654,0.083305587,0.110805589,0.134901553,0.152817906,0.162873529,0.16420326,0.156848636,0.141876009,0.121042005,0.096263786,0.069298636,0.041810073,0.015771759,-0.006364746,-0.022430976,-0.031749494,-0.035498758,-0.035928955,-0.035204828,-0.03463018,-0.034562213,-0.034846814,-0.035283464
133,REPARO,-0.00498439,-0.004944912,-0.004158315,-0.002029975,0.001838773,0.007051701,0.011892173,0.01417367,0.013387354,0.011539711,0.011260592,0.013160398,0.015276198,0.0152646,0.012795507,0.00940616,0.006578475,0.004664928,0.003382532,0.002653542,0.00277431,0.003839851,0.005124319,0.005321208,0.003642866,0.000631283,-0.002261684,-0.003836055,-0.003859815,-0.002949179,-0.002002467,-0.00161828,-0.001833731,-0.002295348,-0.002618234,-0.002625496,-0.002369605,-0.002009896,-0.001674067,-0.001398519,-0.028260293,-0.02924773,-0.034196274,-0.045324273,-0.06277502,-0.08329224,-0.101333878,-0.112204506,-0.114417798,-0.109464263,-0.099663603,-0.085953543,-0.06732652,-0.042342417,-0.011556981,0.021309177,0.0509151,0.072991651,0.085358808,0.087200767,0.078663455,0.061724074,0.040974049,0.022406221,0.010546717,0.00633654,0.007374944,0.010074436,0.012020573,0.01289737,0.013653759,0.015042239,0.016888595,0.018451173,0.019201127,0.019212622,0.018948972,0.018812201,0.01889581,0.019064744,-0.030787659,-0.033017774,-0.03625674,-0.039186282,-0.039718039,-0.035843508,-0.026298904,-0.010478033,0.011755311,0.039419133,0.069552503,0.097527343,0.118730236,0.130074404,0.130200894,0.119454893,0.100043982,0.075099194,0.04718197,0.018184886,-0.009399602,-0.031833307,-0.045498712,-0.049183781,-0.044927552,-0.036806955,-0.028949076,-0.023929519,-0.022114681,-0.022173912,-0.022320662,-0.02139702,-0.019268025,-0.016563836,-0.014096571,-0.012348131,-0.011305926,-0.010646979,-0.01004542,-0.009357962
134,REPARO,-0.013014993,-0.013273985,-0.013303524,-0.012810102,-0.011459142,-0.00898365,-0.005268072,-0.000435391,0.004997557,0.010112746,0.01400534,0.016348971,0.017484535,0.017877272,0.017597655,0.016488821,0.014700285,0.012783333,0.011269715,0.010328727,0.009782251,0.009239958,0.008252804,0.006639261,0.004821717,0.003590786,0.003228604,0.003035736,0.002050681,9.87703E-05,-0.002098822,-0.003673134,-0.004263097,-0.004092711,-0.003638869,-0.003252801,-0.003010529,-0.002822024,-0.002606358,-0.002360653,-0.023403918,-0.024195325,-0.025673055,-0.028755015,-0.034804715,-0.045042174,-0.059658516,-0.077224033,-0.094973624,-0.109922965,-0.119984997,-0.124270562,-0.122595003,-0.114851472,-0.100811975,-0.080441393,-0.054453147,-0.024662176,0.006262437,0.035524048,0.060756371,0.080031306,0.091630996,0.094167889,0.087318609,0.072778544,0.054457668,0.037181565,0.02452983,0.017469084,0.014708011,0.014191927,0.014467006,0.015104496,0.016262364,0.017997816,0.0199317,0.021446553,0.022121667,0.021982856,-0.021911712,-0.022722182,-0.024151517,-0.026551813,-0.029533742,-0.03185959,-0.031976241,-0.028755496,-0.021813074,-0.011204127,0.003065587,0.021031888,0.042147438,0.06476227,0.086380204,0.104396087,0.116635214,0.121644772,0.118987546,0.109390132,0.094451518,0.075966679,0.055299919,0.033353732,0.011278784,-0.008774644,-0.023968165,-0.032246956,-0.033627372,-0.030188044,-0.02498616,-0.020653746,-0.018368351,-0.017756602,-0.017693161,-0.017276675,-0.016294674,-0.015067791,-0.01401517,-0.013337561
135,REPARO,-0.013397162,-0.013356579,-0.012892992,-0.011561777,-0.008899505,-0.004731179,0.000455961,0.005528771,0.009365879,0.011613493,0.012836451,0.014072152,0.016222187,0.019511548,0.023193796,0.025902038,0.026639334,0.025513629,0.023445751,0.021289245,0.019367133,0.017650175,0.016014835,0.014252794,0.012077068,0.009387915,0.006567092,0.004290759,0.00288221,0.001974848,0.00097059,-0.000291155,-0.001455002,-0.002094824,-0.002093113,-0.001682602,-0.001248317,-0.001070443,-0.001186447,-0.00145081,-0.003474799,-0.002597279,-0.00328541,-0.007437605,-0.016531522,-0.030393419,-0.046864708,-0.062815983,-0.075706464,-0.084466783,-0.089281754,-0.090731809,-0.088989157,-0.083528304,-0.073388527,-0.057737207,-0.036520182,-0.011021174,0.016112997,0.041746379,0.063494906,0.080272365,0.091809239,0.097790973,0.09746882,0.090128183,0.076129525,0.057714255,0.038706615,0.022969208,0.012633706,0.007458472,0.005668519,0.005423612,0.005773427,0.006625784,0.008101976,0.009981322,0.011663045,0.012558964,-0.039607686,-0.041071961,-0.043566975,-0.047815858,-0.053379707,-0.058329408,-0.060019725,-0.056391739,-0.046771241,-0.031712246,-0.012295243,0.010388206,0.035141382,0.060223261,0.083274966,0.101863088,0.114092196,0.118877772,0.116098852,0.106679462,0.092325369,0.075014648,0.056568205,0.038365134,0.021203805,0.005458993,-0.008444408,-0.019630785,-0.026942917,-0.029634842,-0.028014808,-0.023585601,-0.018566133,-0.014931763,-0.013503223,-0.013752955,-0.014454376,-0.014611431,-0.013979318,-0.012924785
136,REPARO,-0.015196254,-0.015174379,-0.014911558,-0.014254311,-0.012948325,-0.010676835,-0.007219155,-0.002700728,0.002273246,0.006815742,0.010165703,0.011936529,0.012092306,0.010880694,0.008836222,0.006679737,0.005022395,0.004093693,0.003753007,0.003764917,0.004066578,0.004780659,0.005989066,0.007512051,0.008905631,0.009674685,0.009541281,0.008596071,0.007249242,0.006018844,0.005250598,0.004890973,0.004509819,0.003652016,0.002230897,0.000590148,-0.000765667,-0.001484872,-0.001521667,-0.001100219,0.000700957,0.001087117,0.000590104,-0.001671028,-0.006831898,-0.015716515,-0.028218465,-0.043135325,-0.058646823,-0.073023448,-0.084952934,-0.093387859,-0.097383864,-0.096281778,-0.09004707,-0.079348355,-0.065220383,-0.048563143,-0.029890093,-0.009520378,0.011980948,0.033531069,0.05370213,0.0711978,0.085175431,0.095108329,0.100375965,0.100092158,0.093534065,0.081007909,0.064453272,0.047095779,0.032193061,0.021715184,0.015815792,0.013271626,0.012439961,0.012101069,0.011773475,0.01150733,-0.015355705,-0.015732885,-0.016954348,-0.019497509,-0.023447286,-0.028140444,-0.0321665,-0.033784832,-0.031504792,-0.024516163,-0.012847228,0.002719757,0.020922095,0.040378513,0.059863273,0.078364508,0.094973557,0.108769526,0.118814663,0.124263116,0.124549463,0.119624374,0.110106998,0.09713614,0.081893535,0.065140732,0.047202908,0.028464112,0.009935007,-0.006693459,-0.01967716,-0.028046934,-0.031968247,-0.03246601,-0.030907209,-0.028610025,-0.026605635,-0.025464205,-0.025214383,-0.025451502
137,REPARO,-0.004151844,-0.004438054,-0.004816974,-0.005276589,-0.005645179,-0.005600965,-0.004810985,-0.003116706,-0.000596426,0.002593834,0.006385282,0.010665722,0.015017311,0.018743908,0.021171381,0.02189067,0.020857134,0.018442028,0.015345658,0.012219222,0.009263321,0.006332816,0.003512017,0.001382803,0.000496593,0.000667499,0.000954663,0.000343726,-0.001396958,-0.003311767,-0.0039822,-0.003088693,-0.001963618,-0.002121545,-0.003622732,-0.005290502,-0.006069984,-0.00577772,-0.004899359,-0.00405269,-0.003364995,-0.002121635,-0.001323712,-0.001111552,-0.001400099,-0.002168085,-0.003919352,-0.00788389,-0.015584048,-0.027894392,-0.044258083,-0.062704987,-0.080687029,-0.096035185,-0.107323452,-0.113647683,-0.114355228,-0.109047336,-0.097699007,-0.080647482,-0.058488921,-0.032117976,-0.002989595,0.026691623,0.05433381,0.07772591,0.095214475,0.10496024,0.104548356,0.092326329,0.070003361,0.043861197,0.022181385,0.010475644,0.008822921,0.013088396,0.018307043,0.021546074,0.022567052,0.022544928,-0.00762892,-0.007913967,-0.008340011,-0.008980221,-0.010124267,-0.012177901,-0.015340003,-0.019338897,-0.023456913,-0.026765516,-0.028332985,-0.027315982,-0.023045778,-0.015160365,-0.003661751,0.011174009,0.02892828,0.04901233,0.070351439,0.091005137,0.108233865,0.119221693,0.122128252,0.116915787,0.105355282,0.089857945,0.07181418,0.051044079,0.027180499,0.001871438,-0.020543062,-0.035330416,-0.040803682,-0.039183081,-0.034397667,-0.029675184,-0.026541936,-0.024934086,-0.023987467,-0.02298228
138,REPARO,-0.002378304,-0.002406149,-0.002304654,-0.002113464,-0.001892199,-0.001691701,-0.001524509,-0.001368429,-0.001208932,-0.001077349,-0.001032433,-0.001083323,-0.001107204,-0.000866625,-0.000237313,0.000479509,0.000587792,-0.000462678,-0.002565989,-0.005142256,-0.007806653,-0.010588211,-0.013436698,-0.01585999,-0.017246242,-0.017371313,-0.016448824,-0.014847629,-0.01297723,-0.011343218,-0.010347217,-0.009735308,-0.008398393,-0.005335257,-0.000989796,0.002939142,0.005126017,0.005596516,0.005230061,0.004824618,-0.017756121,-0.014343205,-0.011276052,-0.008524154,-0.00608322,-0.004047503,-0.002536741,-0.00154033,-0.000899498,-0.000575034,-0.001036264,-0.003362541,-0.008796252,-0.017970305,-0.030402995,-0.044676691,-0.059071002,-0.071993482,-0.081893919,-0.087026225,-0.085585227,-0.076274023,-0.05889977,-0.034644112,-0.005893304,0.024359666,0.053269325,0.078567786,0.09846452,0.11126607,0.115263091,0.109395596,0.094497087,0.074006141,0.053028852,0.03602489,0.024899671,0.018909425,0.016051652,0.01458506,-0.020983956,-0.022246453,-0.023575767,-0.024921501,-0.026299754,-0.027729003,-0.029176224,-0.030559259,-0.031812823,-0.032983095,-0.034272907,-0.035936055,-0.037979498,-0.03979112,-0.039941249,-0.036391034,-0.02714769,-0.011119842,0.011218869,0.037739653,0.065367613,0.0911947,0.113062123,0.129331559,0.138599283,0.139976324,0.133662459,0.121110452,0.104400085,0.085163328,0.063980344,0.040953795,0.017126393,-0.00473255,-0.021256685,-0.030652344,-0.033689654,-0.032849206,-0.030708596,-0.02875989
